identifier,mediaType,accessLevel,source,title,duration,recordedDate,digitizedFromFormat,description,person,producer,rightsholder,client,generation,internalNote,Merknader,Digitalisert,Merknad
5759,video,lukket,Videoproduksjon_Mastertape,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:40:00,1996-12-31T23:00:00Z,VHS,Program 3:10  Do not waste - on the material flows,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,TV,,
5760,video,lukket,Videoproduksjon_Mastertape,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:43:00,1996-12-31T23:00:00Z,VHS,Program 4:10  The countryside and the food on our table - on agriculture,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,TV,,
5761,video,lukket,Videoproduksjon_Mastertape,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:50:00,1996-12-31T23:00:00Z,VHS,Program 5:10  Chimneys without smoke - on sustainable inustrial production,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,TV,,
5762,video,lukket,Videoproduksjon_Mastertape,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:48:00,1996-12-31T23:00:00Z,VHS,Program 6:10  Transport society - on mobility,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,TV,,
5763,video,lukket,Videoproduksjon_Mastertape,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:43:00,1996-12-31T23:00:00Z,VHS,Program 7:10  A sustainable living - housing and community development,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,TV,,
5764,video,lukket,Videoproduksjon_Mastertape,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:46:00,1996-12-31T23:00:00Z,VHS,Program 8:10  Money decides ... - on ecological economies,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,TV,,
5765,video,lukket,Videoproduksjon_Mastertape,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:44:00,1996-12-31T23:00:00Z,VHS,Program 9:10  Can we choose our future? - on the etics of sustainability,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,TV,,
5766,video,lukket,Videoproduksjon_Mastertape,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:45:00,1996-12-31T23:00:00Z,VHS,Program 10:10  From intention  to action - Agenda 21 and implementing sustainability,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,TV,,
5780,video,lukket,Videoproduksjon_Mastertape,"Gener, generasjoner og samfunn. Norsk kommentar",00:32:00,1998-01-14T23:00:00Z,BetacamSP,Om gener og arvelighet,Cathrine Bjorvatn,,Audiovisuelle dienst,Med.genetikk Haukela,Master,Cathrine Bjorvatn er kontaktperson på Haukeland sykehus.,Cathrine Bjorvatn er kontaktperson på Haukeland sykehus.,,
5783,video,lukket,Videoproduksjon_Mastertape,Takras FotoKnudsen,00:00:30,1998-02-19T23:00:00Z,BetacamSP,Reklame for Fotoknudsen med takras og duplobilder på slutten,,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5799,video,lukket,Videoproduksjon_Mastertape,Showreel,00:11:22,1998-02-28T23:00:00Z,BetacamSP,"Showreel med utdrag fra Jakten på Superformelen, Skape seg et jeg, Havserien, I elvegudinnens rike, Det magiske landet bortenfor.",,May-Britt Skjelvik,Univisjon,UMS,Master,,,,
5817,video,lukket,Videoproduksjon_Mastertape,Takras FotoKnudsen,00:00:30,1998-03-22T23:00:00Z,BetacamSP,Reklame for Fotoknudsen med takras og champagneflaske som spruter. Tilbud på Olympic kamera.,,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5818,video,lukket,Videoproduksjon_Mastertape,Showreel,00:11:22,1998-04-01T00:00:00Z,BetacamSP,"Showreel med utdrag fra Jakten på Superformelen, Skape seg et jeg, Havserien, I elvegudinnens rike, Det magiske landet bortenfor.",,May-Britt Skjelvik,Univisjon,UMS,Master,,,,
5824,video,lukket,Videoproduksjon_Mastertape,Eit annleis Africa. An Unususal Tale from Africa.,00:15:00,1998-04-01T00:00:00Z,BetacamSP,"Ei annleis afrikansk forteljing. An unusual tale from Africa. To versjoner, en norsk og en engelsk på samme tape. Om NUFU-avtalen og samarbeid mellom UiB og Makere Univ. i Uganda",,Arnt Øivind Siem,Univisjon,UiB,Master,X Frode,,X Frode,
5835,video,lukket,Videoproduksjon_Mastertape,På jakt etter superformelen,,1998-04-29T00:00:00Z,BetacamSP,"På jakt etter superformelen, 1-3. Med NRK tekster",,Bjørn Vassnes,Univisjon,,Master,X Frode,,X Frode,
5836,video,lukket,Videoproduksjon_Mastertape,På jakt etter superformelen,,1998-04-29T00:00:00Z,BetacamSP,"På jakt etter superformelen, 4-6. Med NRK tekster",,Bjørn Vassnes,Univisjon,,Master,X Frode,,X Frode,
5845,video,lukket,Videoproduksjon_Mastertape,Prisme 5,00:29:11,1998-11-30T23:00:00Z,BetacamSP,"Prisme 5 med VB-innslag, intervju med Sigrun Ellertsen om formriktighet, opptak fra Sigrun sin undervisning.","Jon Erik Hagen|,|Kari Tenfjord|,|Sigrun Ellertsen",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
5856,video,lukket,Videoproduksjon_Mastertape,Takras FotoKnudsen,00:00:30,1998-04-27T00:00:00Z,BetacamSP,Reklame for Fotoknudsen med takras og duplobilder på slutten og jubileumslogo,,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5884,video,lukket,Videoproduksjon_Mastertape,Lerøy Quality Group Fransk 2,,1998-05-15T00:00:00Z,BetacamSP,"Reklame for Lerøy Quality Group, fransk versjon uten correfour clips.",,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5888,video,lukket,Videoproduksjon_Mastertape,SISU,,1998-05-27T00:00:00Z,BetacamSP,SISU. Sending 27.5.98. Reportasjer til sendingen.,,Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,Nornett,,
5897,video,lukket,Videoproduksjon_Mastertape,FotoKnudsen:Kaviar og Hai,00:01:00,1998-05-24T00:00:00Z,BetacamSP,"2 reklamespots for FotoKnudsen: Kaviar med champagne og jubileumslogo, Hai med shampagne og jubiøeumslogo. 2 x 30 sek.",,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5928,video,lukket,Videoproduksjon_Mastertape,Prisme,00:01:30,1998-08-15T00:00:00Z,BetacamSP,1: Trailer for Prisme - som andrespråk. 2: Trailer for Prisme.,"Kari Tenfjord|,|Christian Bjørnstad",May-Britt Skjelvik,Univisjon,SEVU,Master,NRK,NRK,,
5968,video,lukket,Videoproduksjon_Mastertape,SISU 1,,1998-10-01T00:00:00Z,BetacamSP,"VB-innslag til SISU 1, Ungdomskultur","Per Sundnes|,|Viggo Vestel|,|Einar Søvik|,|""Ares""",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
5980,video,lukket,Videoproduksjon_Mastertape,Prisme 1,,1999-09-01T00:00:00Z,BetacamSP,"VB-innslag til Prisme 1, J.Hagen underviser, intervju m/E.Gjære om behov for Prisme studiet, intervju med F.Bulnes om å beherske det norske språket. intervju med Nho Thran og sønnen Ihuj om kulturforskjeller ved innlæring av et nytt språk.","Jon Erik Hagen|,|Elin Gjære|,|Florentino Bulnes|,|Nho Thran",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,NRK,NRK,,
5981,video,lukket,Videoproduksjon_Mastertape,SISU vignett,,1998-09-01T00:00:00Z,BetacamSP,Vignett til SISU-serien,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
5991,video,lukket,Videoproduksjon_Mastertape,"Prisme, vignett",,1998-12-31T23:00:00Z,BetacamSP,Vignett til Prismeprogrammene,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,NRK,NRK,,
5993,video,lukket,Videoproduksjon_Mastertape,SISU 2,,1998-09-01T00:00:00Z,BetacamSP,VB-innslag til SISU 2,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6005,video,lukket,Videoproduksjon_Mastertape,"SISU 2, Ungdom og identitet",,1998-10-01T00:00:00Z,BetacamSP,"VB-innslag til SISU 2, Ungdom og identitet",,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6033,video,lukket,Videoproduksjon_Mastertape,Doktorpromosjon 1998,01:19:15,1998-12-14T23:00:00Z,BetacamSP,Doktorpromosjon i Håkonshallen 28.8.1998,,Victor E. Dahl,Univisjon,UMS,Master,,,,
6035,video,lukket,Videoproduksjon_Mastertape,Prisme 4,00:27:59,1998-11-30T23:00:00Z,BetacamSP,"Prisme 4 med vb-innslag, enquete: Hva er grammatikk? Vigdis Alver: Undervisning og intervju. Mannskor Ugrammatisk.","Jon Erik Hagen|,|Kari Tenfjord",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6039,video,lukket,Videoproduksjon_Mastertape,SISU 3,,1998-10-31T23:00:00Z,BetacamSP,"SISU 3 Elevrådsarbeid og demokrati, opptak studio B",Eva Søfteland,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6045,video,lukket,Videoproduksjon_Mastertape,Prisme 2,,1998-11-12T23:00:00Z,BetacamSP,Prisme 2. Dub av master sendt til NRK.,"Kari Tenfjord|,|Lars Kulbrandstad",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,NRK,,
6059,video,lukket,Videoproduksjon_Mastertape,SISU 4,,1998-10-31T23:00:00Z,BetacamSP,VB-innslag til SISU 4,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6080,video,lukket,Videoproduksjon_Mastertape,Prisme 3,00:27:00,1998-11-30T23:00:00Z,BetacamSP,"Prisme 3. Dub av master sendt til NRK. Det er feil på en plakat, dette er rettet på originalen som er sendt til NRK.","Kari Tenfjord|,|Thoe Ola Engen",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,NRK,,
6081,video,lukket,Videoproduksjon_Mastertape,Vårt indre liv 1: Intelligens - framtidas kapital.,00:28:00,1999-01-31T23:00:00Z,BetacamSP,"Reportasjer fra Mind spot olympiad, Tidenes yngste NHH-student, Intelligenstest av E.Solheim, Fotballintelligens, Om fremtidens arbeidstakere, Kunstig intelligens - robot","Tore Vamraak|,|Erik Solheim|,|Christine Hope|,|Egil Drillo Olsen|,|Margaret Boden|,|Aril K. Seth|,|Tony Buzan|,|David Levy|,|Frode Thuen|,|Kjell Raaheim|,|Randi Vamraak|,|Agnar Aamodt|,|Bjørn Ivar Danielsen","Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,Univisjon/NRK2,Master,NRK,NRK,,
6087,video,lukket,Videoproduksjon_Mastertape,Prisme 5,00:28:00,1999-01-04T23:00:00Z,BetacamSP,Dub av Prisme 5 som er sendt til NRK,,Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,NRK,,
6090,video,lukket,Videoproduksjon_Mastertape,Vårt indre liv 3: Depresjon - vår tids folkesykdom,00:28:00,1999-01-31T23:00:00Z,BetacamSP,"Reportasjer om Kirkens SOS depresjon/selvmord, C. Andersen snakker om egne erfaringe, Ulike terapiøvinger, I.Lønning snakker om egne erfaringer, Lysterapi, Molvidson Cafe i Stockholm","Greta Gramstad|,|Cecilie Andersen|,|Fred Holsten|,|Odd E. Havik|,|Inge Lønning|,|Nils Retterstøl|,|Frode Thuen|,|Kerstin Haug|,|Cato Jensen|,|Sonja Mellingen|,|Jasmin Aasland","Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,Univisjon/NRK2,Master,NRK,NRK,,
6099,video,lukket,Videoproduksjon_Mastertape,Virtue: Marine Microecology part II,,1999-02-11T23:00:00Z,BetacamSP,Marine microecology part II,Frode Thingstad,Stein Unger Hitland,Univisjon,Virtue,Master,"X Frode,  dvcpro kopi",,X Frode, dvcpro kopi
6106,video,lukket,Videoproduksjon_Mastertape,Prisme,,1999-09-01T00:00:00Z,BetacamSP60,I Hummels vold Hilde Hummelvold med gjest T.V.Torgersen i studio. sketsjer med innslag av forskjellige personligheter.,"Hilde Hummelvold|,|Trond Viggo Torgersen",Ruth Bjørø Birkeland,NRK,NRK,Dub,NRK,NRK,,
6107,video,lukket,Videoproduksjon_Mastertape,Prisme,,1995-12-31T23:00:00Z,BetacamSP60,"Kopi av filmen ""Bak7hav""",,Ruth Bjørø Birkeland,NRK,NRK,Dub,NRK,NRK,,
6108,video,lukket,Videoproduksjon_Mastertape,Prisme,,1998-12-31T23:00:00Z,BetacamSP60,"Arkivopptak av ""Spellemannsprisen 1999"" NRK arkiv",,Ruth Bjørø Birkeland,NRK,NRK,Dub,NRK,NRK,,
6128,video,lukket,Videoproduksjon_Mastertape,Vårt indre liv 2: Vår opplevelse av verden.,00:28:00,1999-01-31T23:00:00Z,BetacamSP,"Reportasjer om Persepsjon, kaffe smaking kaffe huset Friele, Fingert ran, Perseptuelt forsvar, Coctailparty effekter, Subliminal persepsjons-forsøk","Stine Vogt|,|Jonas Gudmestad|,|Esther Maria Bjørneboe|,|Herman Friele jr.|,|Roald A. Bjørklund|,|Espen Johansson|,|Frøydis Øren|,|Holger Ursin|,|Hege Eriksen|,|Mark Price|,|Edle Elisabeth Hofsli|,|Rune Hovden|,|Egil Leganger|,|Lena Sørstrømmen|,|Frode Thuen","Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,Univisjon/NRK2,Master,"NRK, X Frode",NRK,X Frode,
6136,video,lukket,Videoproduksjon_Mastertape,Vårt indre liv 4: Sinnets makt.,00:28:00,1999-01-31T23:00:00Z,BetacamSP,"Reportasjer om Tai Chi/Yi Cheran kurs sinnet skal balansere kroppen, T-searching fingertapping hjernecellenes aktivitet, T.Guldbrandsen forteller om egen erfaring kreftpasient i terapi hos Kaja Finne,  Terapi hos Finne tegning maling visualisering, idrett","Kenneth Hugdahl|,|Tove B|,|Gulbrandsen|,|Kaja Finne|,|Borrik Shcjødt|,|Olav Stornes|,|Benedicte Hetty|,|Anne Marte Premsgård|,|Odd Kjørmo|,|Marianne Pettersen|,|Stig Bruset|,|Torill Valdez|,|Frode Thuen","Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,Univisjon/NRK2,Master,NRK,NRK,,
6144,video,lukket,Videoproduksjon_Mastertape,Virtue presentation,00:10:00,1999-01-27T23:00:00Z,BetacamSP,"Clips from lectures from fall series, made for VIRTUE Presentation 28.1.99","Sigurd Steffanson|,|Gunnar Bratbak|,|Torleiv Lien|,|Elonor Thompson|,|Xavier Bonète|,|Geir Olav Melingen|,|Len Walstad",Stein Unger Hitland,Univisjon,Virtue,Master,,,,
6149,video,lukket,Videoproduksjon_Mastertape,Prisme 6,00:27:00,1999-02-01T23:00:00Z,BetacamSP,Prisme 6. Dub av master sent til NRK.,"Jon Erik Hagen|,|Kari Tenfjord",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,NRK,,
6150,video,lukket,Videoproduksjon_Mastertape,SISU 6,,1999-01-31T23:00:00Z,BetacamSP,VB-innslag til SISU program 6 om yrkesretting av allmennfag.,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6153,video,lukket,Videoproduksjon_Mastertape,Vårt indre liv 5: Myten om det ubevisste.,00:28:00,1999-01-31T23:00:00Z,BetacamSP,"Reportasjer om Freud, intervju med Lofthus og Overskeid, dramatisering av drømmer ved Inst. for drømmearbeid, Nevrofysiologisk drømmeforskning UiB, Hva er følelser?, Hypnose for å komme kontakt med det ubevisste","Frode Thuen|,|Geir Overskeid|,|Nini Marie Torp|,|Strephon Kaplan-Williams|,|Ola Winsvold|,|Reidun Ursin|,|Bjørn Wormnes|,|Lillian Hjertnes","Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,Univisjon/NRK2,Master,NRK,NRK,,
6164,video,lukket,Videoproduksjon_Mastertape,Prisme 8,,1999-02-22T23:00:00Z,BetacamSP,"VB-innslag til Prisme 8. språk collage, intervju med S.Rammetveit og datter Ruth om språkutvikling,S.Øvsthus leser høyt fra Helen Kellers selvbiografi, diverse innslag fra Kringlebotnen barneskole.","Sylvi Rammetveit|,|Ruth Rammetveit|,|Siv Øvsthus",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,NRK,NRK,,
6171,video,lukket,Videoproduksjon_Mastertape,Prisme 7,00:27:00,1999-02-22T23:00:00Z,BetacamSP,Prisme 7. Kopi av master sendt til NRK.,"Kari Tenfjord|,|Jon Erik Hagen",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,NRK,,
6172,video,lukket,Videoproduksjon_Mastertape,Vårt indre liv 6: Hukommelsens mysterier,00:28:00,1999-01-31T23:00:00Z,BetacamSP,"Reportasjer om Dominic O'Brien olympis mester i hukommelse, Hukommelsesmetoder R.Logie, Rotter som har fått operert bort hippocampus NTNU, Drosjesjåfør i London om hvordan han greier kjentmannsprøven, True or False memories-konferanse i Stockh, Bjugnsaken","Dominic O'Brien|,|Rpbert Logie|,|Per Andersen|,|Edvard Moser|,|May Britt Moser|,|Philip Clinton|,|Elisabeth Lofthus|,|Gisli Gudjonson|,|Jan Brøgger|,|Ulf Hammern|,|Frode Thuen","Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,Univisjon/NRK2,Master,NRK,NRK,,
6199,video,lukket,Videoproduksjon_Mastertape,Doktorpromosjon,00:44:38,1999-01-28T23:00:00Z,BetacamSP60,Doktorpromosjon i Håkonshallen.,,Stein Unger Hitland,Univisjon,UiB,Master,X Frode,,X Frode,
6211,video,lukket,Videoproduksjon_Mastertape,Prisme 10,,1999-04-01T00:00:00Z,BetacamSP,"VB-innslag til Prisme 10. Intervju med Gjert Kristoffersen om ordlæring, dramatisering-fremmedspråklige snakker norsk mann svært sterk dialekt. Kløve underviser på språklabben. H.Sandøy snakker om dialekter.","Helge Sandøy|,|Gjert Knudsen|,| Marit Helene Kløve",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,NRK,NRK,,
6294,video,lukket,Videoproduksjon_Mastertape,Showreel 1999,00:03:00,1999-09-01T00:00:00Z,BetacamSP,Showreel 1999,,May-Britt Skjelvik,Univisjon,,Master,,,,
A0094,video,lukket,Videoproduksjon_Mastertape,Small is beautiful,,2000-05-22T00:00:00Z,DVCPro,Dramatiseringer til Small is beautiful. Språkkurs for studenter.,,Arnt Brandseth,Univisjon,Nordisk Institusjon,Master,X Frode,,X Frode,
A0131,video,lukket,Videoproduksjon_Mastertape,Røykeavvenning.,,1999-05-01T00:00:00Z,DVCPro,Røykeavvenning. Reykingatilraun A+. Islandsk,,Stein Unger Hitland,Jon Ingjaldson,,Master,X Frode,,X Frode,
A0132,video,lukket,Videoproduksjon_Mastertape,Røykeavvenning.,,1999-05-01T00:00:00Z,DVCPro,Røykeavvenning. Reykingatilraun B+. Islandsk,,Stein Unger Hitland,Jon Ingjaldson,,Master,X Frode,,X Frode,
A0133,video,lukket,Videoproduksjon_Mastertape,Røykeavvenning.,,1999-05-01T00:00:00Z,DVCPro,Røykeavvenning. Reykingatilraun C+. Islandsk,,Stein Unger Hitland,Jon Ingjaldson,,Master,X Frode,,X Frode,
A0134,video,lukket,Videoproduksjon_Mastertape,Røykeavvenning.,,1999-05-01T00:00:00Z,DVCPro,Røykeavvenning. Reykingatilraun D+. Islandsk,,Stein Unger Hitland,Jon Ingjaldson,,Master,X Frode,,X Frode,
6330,video,lukket,Videoproduksjon_Mastertape,Tre historier fra Helvete: Nordmenn i tysk nazifangenskap.,,1999-06-25T00:00:00Z,BetacamSP,Dokumentarfilm om nordmenn i tysk nazifangenskap og nynazisme,"Hallvard Gjerdset|,|Samuel Steinmann|,|Henny Lillebo",Arnt Øivind Siem,Univisjon,Univisjon,Master,X Frode,,X Frode,
4597,video,lukket,Videoproduksjon_Mastertape,Ny student - hva nå,,1995-02-14T23:00:00Z,BetacamSP60,"Universitetet i Bergen, informasjonsavdelingen. ""Ny student - hva nå?"". Opptak i studio B",,,Univisjon,,Master,X Frode,,X Frode,
5413,video,lukket,Videoproduksjon_Mastertape,Læreplan+,,1997-01-30T23:00:00Z,BetacamSP90,"Læreplan +. Opptak i studio B. ""Fredsprosesse i Midtøsten",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5403,video,lukket,Videoproduksjon_Mastertape,Læreplan+,,1997-02-13T23:00:00Z,BetacamSP60,"Læreplan+ Opptak i Studio B. ""Næringsliv og Bistand.""",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5265,video,lukket,Videoproduksjon_Mastertape,Læreplan+,,1996-10-25T00:00:00Z,BetacamSP60,"Læreplan+ Opptak i Studio B. ""Sikkerhetspolitikk i Europa.""",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5398,video,lukket,Videoproduksjon_Mastertape,Læreplan+,,1996-04-22T00:00:00Z,BetacamSP60,"Læreplan+ Opptak i Studio B. ""Handel og Bistand.""",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5045,video,lukket,Videoproduksjon_Mastertape,Læreplan+,,,BetacamSP60,"Læreplan+ ""Verdens nye fredsdue"".",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
4838,video,lukket,Videoproduksjon_Mastertape,NORAD,00:55:00,1995-05-11T00:00:00Z,BetacamSP60,"Nornet sending, NORAD ""Bistand eller Samarbeid?""",,,Univisjon,NORAD,Master,,,,
4887,video,lukket,Videoproduksjon_Mastertape,Skolevalg 1995,00:50:00,1995-09-08T00:00:00Z,BetacamSP60,"Skolevalg 1995, satellittsending fra studio B, NSD og UMS",,Nils Arne Sæbø,Univisjon,,Master,,,,
5183,video,lukket,Videoproduksjon_Mastertape,Læreplan+,,1996-03-07T23:00:00Z,BetacamSP60,"Læreplan+, ""Norsk bistandspolitikk"".",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5041,video,lukket,Videoproduksjon_Mastertape,NORAD,,1995-11-16T23:00:00Z,BetacamSP60,"Nornet sending, Satellittsending fra Studio B, ""Kultur og Nasjonsbygging.""",,,Univisjon,NORAD,Master,,,,
5084,video,lukket,Videoproduksjon_Mastertape,,,1996-01-25T23:00:00Z,BetacamSP60,"Satellittsending ""Peace at last?""",,,"SEVU|,|UMS",SEVU,Master,X Frode,,X Frode,
4487,video,lukket,Videoproduksjon_Mastertape,NORAD,00:51:00,1994-07-11T00:00:00Z,BetacamSP60,Satellittsending Nornet Befolkningssending NORAD,,,Univisjon,NORAD,Master,,,,
5036,video,lukket,Videoproduksjon_Mastertape,NORAD,,1995-09-28T23:00:00Z,BetacamSP60,"Satellittsending Nornet, ""Etter Bejing konferansen, kvinnesyn.""",,,Univisjon,NORAD,Master,,,,
6280,video,lukket,Videoproduksjon_Mastertape,Læreplan+,00:37:00,2000-03-01T00:00:00Z,BetacamSP60,"Opptak studio A Læreplan+ ""CNN var der""",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5658,video,lukket,Videoproduksjon_Mastertape,Læreplan+,,1997-09-19T00:00:00Z,BetacamSP60,"Læreplan+ sending fra studio B ""Utdanning den beste bistand?""",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
A0137,video,lukket,Videoproduksjon_Mastertape,Doktorpromosjon,,1999-10-01T00:00:00Z,DVCPro123,Doktorpromosjon i Håkonshallen høsten 1999,,Brian Holmedal,Univisjon,UiB,Master,X Frode,,X Frode,
6113,video,lukket,Videoproduksjon_Mastertape,Fra elev til student.,,,"1"" C",Fra elev til student. Velkommen til Universitetet i Bergen. Nornet sending fra Studio B. 2 versjoner.,Rektor  Ole Didrik Lærum,Arnt Brandseth,Univisjon,UiB,Master,,,,
5687,video,lukket,Videoproduksjon_Mastertape,Fjernord 17 og 20,00:58:10,1997-01-01T00:00:00Z,BetacamSP,Fjernord videoforelesninger nr 17: Syntaks/setningsanalyse 29:00 Fjernord videoforelesninger nr 20: Syntaks/leddstilling 29:10,"Bjørn Kvifte|,|Svein Lie",Xavier Bonète,Univisjon,SEVU,Master,,,,
5536,video,lukket,Videoproduksjon_Mastertape,Fjernord 18,00:34:50,1996-01-01T00:00:00Z,BetacamSP,Fjernord videoforelesning nr 18: Fonologi,Helge Sandøy,Xavier Bonète,Univisjon,UiB,Master,,,,
5649,video,lukket,Videoproduksjon_Mastertape,Fjernord 19,00:29:00,1997-01-01T00:00:00Z,BetacamSP,"Fjernord videoforelesning nr 19: Morfologi, ordklassar i norsk.",Jarle Rønhovd,Xavier Bonète,Univisjon,UiB,Master,,,,
6269,video,lukket,Videoproduksjon_Mastertape,Prisme 15,00:30:00,1999-07-01T00:00:00Z,BetacamSP,Dub av Prisme 15 som er sendt til NRK. Innslag fra IFOS og Bergen yrkesskole,"Kari Tenfjord|,|Else Ryen",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,NRK,,
6083,video,lukket,Videoproduksjon_Mastertape,Prisme 4,00:27:59,1998-12-01T00:00:00Z,BetacamSP,"Prisme 4 Norsk som andrespråkmed vb-innslag, enquete: Hva er grammatikk? Vigdis Alver: Undervisning og intervju. Mannskor Ugrammatisk.","Jon Erik Hagen|,|Kari Tenfjord",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
A0278,video,lukket,Videoproduksjon_Mastertape,Gjenoppliving av nyfødte.,00:15:25,2001-01-24T00:00:00Z,DVPro,Instruksjonsvideo i resusitering av nyfødte.,"Terje Alsaker|,|Bente Vederhus|,|Aslaug Sæle",Arnt Brandseth,Univisjon,Barneklinikken,Master,X Frode,,X Frode,
A0286,video,lukket,Videoproduksjon_Mastertape,Gjenoppliving av større barn.,00:20:24,2001-01-24T00:00:00Z,DVPro,Instruksjonsvideo i resusitering av større barn i sykehus.,"Terje Alsaker|,|Åse Margrethe Reed|,|Haldis Nordahl",Arnt Brandseth,Univisjon,Barneklinikken,Master,X Frode,,X Frode,
A0287,video,lukket,Videoproduksjon_Mastertape,Gjenoppliving av større barn.,00:20:24,2001-01-24T00:00:00Z,DVPro,Instruksjonsvideo i resusitering av større barn i sykehus.,"Terje Alsaker|,|Åse Margrethe Reed|,|Haldis Nordahl",Arnt Brandseth,Univisjon,Barneklinikken,Master,X Frode,,X Frode,
3033,video,lukket,Videoproduksjon_Mastertape,På spor etter de første nordmenn,00:32:09,1990-02-07T00:00:00Z,U-MaticHB,På spor etter de første nordmenn,,Arne Abrahamsen,UMS,,Master,NRK,NRK,,
5713,video,lukket,Videoproduksjon_Mastertape,Kuarao,,,BetacamSP,Kuarao,,Sot Film,Sot Film,,Master,,,,
A0102,video,lukket,Videoproduksjon_Mastertape,Tre historier frå Helvete,00:29:00,2000-10-01T00:00:00Z,DVCPro,Tre historier frå helvete. Nordmenn i tysk nazifangenskap under siste krig.,,Arnt Øivind Siem,Univisjon,,Master,"NRK, X Frode",NRK,X Frode,
4261,video,lukket,Videoproduksjon_Mastertape,Fjernord,,1997-05-12T00:00:00Z,"1"" C","Fjernord: Kopimaster video 15--. Gammelt moduloppsett.",,May-Britt Skjelvik,Univisjon,,Dub,,,,
A0285,video,lukket,Videoproduksjon_Mastertape,Norsk språktest,00:10:13,2001-04-01T00:00:00Z,DVCPro,"Nivåer i norsk, Norsk språktest",,Brian Holmedal,Univisjon,,Master,X Frode,,X Frode,
A0243,video,lukket,Videoproduksjon_Mastertape,Laurie Grundt: Kaospilot.,00:50:00,2001-06-01T00:00:00Z,DVCPro123,"Portrett av kunstneren Laurie Grundt. Vi følger han i hans kamp for utstillingen ""Kroppen i tide & utide.""","Laurie Grundt|,|Erik Bock|,|Elsebet Rahlff|,|Bjørg Ugulen|,|Knut Ove Arntzen",May-Britt Skjelvik,Univisjon,Vestnorsk Filmsenter,Master,X Frode,,X Frode,
A0239,video,lukket,Videoproduksjon_Mastertape,The secret cave of diaries. Grottemannen.,00:51:35,2001-05-15T00:00:00Z,DVCPro,Grottemannen. Engelsk versjon,Stein Erik Lauritzen,Nils Arne Sæbø,Univisjon,,Master,,,,
