identifier,mediaType,accessLevel,source,title,duration,recordedDate,digitizedFromFormat,description,person,producer,rightsholder,client,generation,internalNote,Merknader,Digitalisert,Merknad
A0241,video,lukket,Videoproduksjon_Mastertape,The secret cave of diaries. Grottemannen.,00:51:35,2001-05-15T00:00:00Z,DVCPro,"Grottemannen. Internasjonal versjon. Spor 1 Engelsk kommentar, Spor 3+4 I-lyd",Stein Erik Lauritzen,Nils Arne Sæbø,Univisjon,,Master,,,,
A0466,video,lukket,Videoproduksjon_Mastertape,Barndommens rike. Program 2,00:29:00,2002-01-17T00:00:00Z,DVCPro,"Barndommens rike program 2. Det talentfulle barnet. 50 Mbs",,"Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,,Master,X Frode,,X Frode,
A0461,video,lukket,Videoproduksjon_Mastertape,Barndommens rike. Program 4,00:29:00,2002-01-31T00:00:00Z,DVCPro,"Barndommens rike program 4. Den tøffe barndommen. 50 Mbs",,"Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,,Master,X Frode,,X Frode,
A0459,video,lukket,Videoproduksjon_Mastertape,Barndommens rike. Program 3,00:29:00,2002-01-24T00:00:00Z,DVCPro,"Barndommens rike program 3. Barnet og familien. 50 Mbs",,"Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,,Master,X Frode,,X Frode,
A0456,video,lukket,Videoproduksjon_Mastertape,Barndommens rike. Program 1,00:29:00,2002-01-10T00:00:00Z,DVCPro,"Barndommens rike program 1. Barnet og familien. 50 Mbs",,"Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,,Master,X Frode,,X Frode,
A0528,video,lukket,Videoproduksjon_Mastertape,Forskningsdagene 2000,,2000-01-01T00:00:00Z,DVCPro,Forskningsdagene 2000. 25 Mbs,,,Univisjon,,Master,,,,
A0529,video,lukket,Videoproduksjon_Mastertape,Nivåer i norsk eng master,,2000-01-01T00:00:00Z,DVCPro,"Nivåer i Norsk. Engelsk master. 25 Mbs",,,Univisjon,,Master,X Frode,,X Frode,
A0003,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:31:00,2001-08-01T00:00:00Z,DVCPro,Demo Pilot,,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
A0004,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:51:00,2001-08-01T00:00:00Z,DVCPro,"deCoding The Islanders, med engelsk kommentar",,Bjørn Vassnes,Univisjon,Univisjon,Master,X Frode,,X Frode,
A0342,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:27:00,2001-08-01T00:00:00Z,DVCPro,"deCoding The Islanders, internasjonal versjon, kort versjon.",,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
A0368,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:23:30,2001-08-01T00:00:00Z,DVCPro,"deCoding The Islanders, Schrødingers katt versjon, norsk. 50 Mbs",,Bjørn Vassnes,Univisjon,Univisjon,Master,X Frode,,X Frode,
A00375,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:50:00,2001-08-01T00:00:00Z,DVCPro123,"deCoding The Islanders, Internasjonal versjon, uten supertekst, lang versjon",,Bjørn Vassnes,Univisjon,Univisjon,Master,X Frode,,X Frode,
A0377,video,lukket,Videoproduksjon_Mastertape,Blå revolusjon,00:49:19,2002-01-01T00:00:00Z,DVCPro,Foreløpig master: Blå revolusjon Internasjonal,,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
A0381,video,lukket,Videoproduksjon_Mastertape,Blå revolusjon,00:49:19,2002-01-01T00:00:00Z,DVCPro123,Foreløpig master: Blå revolusjon Norsk master,,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
6356,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,BetacamSP60,"Blå rikdom 1:  Blå rikdom. Lofoten, Italia, USA, Mitioro, VietNam Norsk",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,,,,
6358,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,BetacamSP60,"Blå rikdom 2: Drømmen om den store fangsten. Peru, Kina, Ghana, Aral. Norsk",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,,,,
6357,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,00:53:00,2000-12-15T00:00:00Z,BetacamSP60,"Blå rikdom 3:  Der haiene styrer. Island, Kenya, Norge, Japan Norsk",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
6368,video,lukket,Videoproduksjon_Mastertape,A journey in the History of Water,00:50:53,,DigiBeta60,"A journey in the History of Water. Del 1:  The Struggle",,,,Læreplan+,Master,"I rightsholder: ""Kan brukes"". Copyright på kopier!","I rightsholder: ""Kan brukes"". Copyright på kopier!",,
6369,video,lukket,Videoproduksjon_Mastertape,A journey in the History of Water,00:50:40,,DigiBeta60,"A journey in the History of Water. Del 2: The Energy.",,,,Læreplan+,Master,"I rightsholder: ""Kan brukes"". Copyright på kopier!","I rightsholder: ""Kan brukes"". Copyright på kopier!",,
6370,video,lukket,Videoproduksjon_Mastertape,A journey in the History of Water,00:46:30,,DigiBeta60,"A journey in the History of Water. Del 3:  The Myths",,,,Læreplan+,Master,"I rightsholder: ""Kan brukes"". Copyright på kopier!","I rightsholder: ""Kan brukes"". Copyright på kopier!",,
6371,video,lukket,Videoproduksjon_Mastertape,A journey in the History of Water,00:48:30,,DigiBeta60,"A journey in the History of Water. Del 4:  The Conflicts.",,,,Læreplan+,Master,"I rightsholder: ""Kan brukes"". Copyright på kopier!","I rightsholder: ""Kan brukes"". Copyright på kopier!",,
6116,video,lukket,Videoproduksjon_Mastertape,Læreplan+,00:37:00,2001-10-01T00:00:00Z,BetacamSP60,Læreplan+ Hvem skal styre verden?,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6194,video,lukket,Videoproduksjon_Mastertape,Læreplan+,00:37:00,2001-03-01T00:00:00Z,BetacamSP60,Læreplan+ Det nye Russland.,,Astrid Rommetveit,Univisjon,UD,Master,X Frode,,X Frode,
6121,video,lukket,Videoproduksjon_Mastertape,Fiskesykdommer.,,2001-01-24T00:00:00Z,CD-rom,Fiskesykdommer. Demonstrasjoner til laboratoriekurs.,,Frode Ims,Univisjon,Institutt for maritim biologi,Master,,,,
A0476,video,lukket,Videoproduksjon_Mastertape,Fiskehelse,,2001-12-18T00:00:00Z,DVCPro,"Fiskesykdommer. Engelsk tekst. Clean versjon del 1, uten tekst.",,Frode Ims,Univisjon,Inst. for Fiskeri og Marin Biologi,Master,X Frode,,X Frode,
A0475,video,lukket,Videoproduksjon_Mastertape,Fiskehelse.,,2001-12-18T00:00:00Z,DVCPro,"Fiskesykdommer. Clean versjon del 2, uten tekst.",,Frode Ims,Univisjon,Inst. for Fiskeri og Marin Biologi,Master,X Frode,,X Frode,
A0093,video,lukket,Videoproduksjon_Mastertape,Fiskehelse.,,2001-12-18T00:00:00Z,DVCPro,"Fiskesykdommer. Norsk versjon, norsk tekst.",,Frode Ims,Univisjon,Inst. for Fiskeri og Marin Biologi,Master,X Frode,,X Frode,
A0510,video,lukket,Videoproduksjon_Mastertape,Showreel 2002,00:05:50,2002-03-01T00:00:00Z,DVCPro,Showreel for Univisjon 2002.,"Brian Holmedal|,|Bjørn Vassnes|,|May-Britt Skjelvik|,|Arnt Brandseth|,|Nils Arne Sæbø",Frode Ims,Univisjon,Univisjon,Master,X Frode,,X Frode,
A0511,video,lukket,Videoproduksjon_Mastertape,Showreel 2002,00:05:50,2002-03-01T00:00:00Z,DVCPro,Showreel for Univisjon 2002.,"Brian Holmedal|,|Bjørn Vassnes|,|May-Britt Skjelvik|,|Arnt Brandseth|,|Nils Arne Sæbø",Frode Ims,Univisjon,Univisjon,Master,,,,
A0511a,video,lukket,Videoproduksjon_Mastertape,Showreel 2002,00:05:50,2002-03-01T00:00:00Z,ATI,"Backup tape for Showreel for Univisjon 2002.","Brian Holmedal|,|Bjørn Vassnes|,|May-Britt Skjelvik|,|Arnt Brandseth|,|Nils Arne Sæbø",Frode Ims,Univisjon,Univisjon,Master,,,,
5693,video,lukket,Videoproduksjon_Mastertape,Orknøyene,00:19:25,1987-06-01T00:00:00Z,BetacamSP,"""Orknøyene - et stykke norsk historie"" Kopi fra UmaticHighband.",,Arne Abrahamsen,Univisjon,,Dub,,,,
5695,video,lukket,Videoproduksjon_Mastertape,Hvordan bilder kan leses.,,1989-09-21T00:00:00Z,"1"" C",Hvordan bilder kan leses.,,,Univisjon,,Master,,,,
6372,video,lukket,Videoproduksjon_Mastertape,Copernicus,03:00:00,1995-06-02T00:00:00Z,S-VHS,"Copernicus. Sending fra Studio B",,,,,,,,,
6373,video,lukket,Videoproduksjon_Mastertape,Copernicus,03:00:00,1995-01-01T00:00:00Z,S-VHS,"Copernicus. Sending fra Studio B",,,,,,,,,
6374,video,lukket,Videoproduksjon_Mastertape,Copernicus,03:00:00,1995-09-28T00:00:00Z,S-VHS,"Copernicus. Sending fra Studio B",,,,,,,,,
6375,video,lukket,Videoproduksjon_Mastertape,Copernicus,03:00:00,1995-11-09T00:00:00Z,S-VHS,"Copernicus. Sending fra Studio B",,,,,,,,,
6376,video,lukket,Videoproduksjon_Mastertape,Copernicus,03:00:00,1995-12-14T00:00:00Z,S-VHS,"Copernicus. Sending fra Studio B",,,,,,,,,
4365B,video,lukket,Videoproduksjon_Mastertape,UBB,00:07:18,,BetacamSP,"Informasjonsvideo om lån av bøker på Universitetsbiblioteket i Bergen, UBB.",,Ragnhild Ullern,UBB,,Master,,,,
6377,video,lukket,Videoproduksjon_Mastertape,Vår todelte hjerne.,00:30:00,1994-04-24T00:00:00Z,BetacamSP,Kenneth Hugdahl om nyare forskning innan hjernegransking. Lydeksempler forlengs og baklengs,,Victor E. Dahl,UMS,,Master,,,,
3267,video,lukket,Videoproduksjon_Mastertape,Tellus,00:34:00,,"1"" C",Tellus 2.,,Arnt Brandseth,UMS,,Master,,,,
3491,video,lukket,Videoproduksjon_Mastertape,,00:30:00,,"1"" C",,,,Univisjon,,Master,,,,
4254,video,lukket,Videoproduksjon_Mastertape,Fjernord,,1993-03-21T00:00:00Z,"1"" C",Fjernord: Innslag i Sjangeren dramatikk,"Longum|,|A. Aarseth",May-Britt Skjelvik,Univisjon,,Master,,,,
4258,video,lukket,Videoproduksjon_Mastertape,Fjernord,00:29:00,1993-07-01T00:00:00Z,"1"" C",Fjernord: Svensk,,May-Britt Skjelvik,Univisjon,,Master,,,,
4261,video,lukket,Videoproduksjon_Mastertape,Fjernord,03:05:01,1997-05-12T00:00:00Z,"1"" C",Fjernord: Kopimaster video,,May-Britt Skjelvik,Univisjon,,Dub,,,,
4407,video,lukket,Videoproduksjon_Mastertape,Fjernord,02:35:17,1993-11-03T00:00:00Z,"1"" C",Studioopptak,,May-Britt Skjelvik,Univisjon,,,,,,
4408,video,lukket,Videoproduksjon_Mastertape,Fjernord,02:35:17,1993-11-05T00:00:00Z,"1"" C",Studioopptak,,May-Britt Skjelvik,Univisjon,,,,,,
4409,video,lukket,Videoproduksjon_Mastertape,Fjernord,02:35:17,1993-11-10T00:00:00Z,"1"" C",Studioopptak,,May-Britt Skjelvik,Univisjon,,,,,,
1067,video,lukket,Videoproduksjon_Mastertape,Soga om Gunnlaug Ormstunge,,,U-MaticHB,"""Soga om Gunnlaug Ormstunge""",,Arnt Brandseth,UMS,AV-avdelingen,Master,,,,
1079,video,lukket,Videoproduksjon_Mastertape,Trailer Lokalhistorie Universitetet,00:04:53,,U-MaticHB,Trailer Lokalhistorie Universitetet,,,UMS,,Master,X Frode,,X Frode,
1011,image,lukket,Videoproduksjon_Mastertape,I faresonen.,,1982-06-16T00:00:00Z,Lysbilder,"100 stk Lysbilder til programmet ""I faresonen"". Den narkomanes hverdag i Bergen",,,,,,,,,
1185,video,lukket,Videoproduksjon_Mastertape,Tre videregående år.,00:20:00,1986-10-01T00:00:00Z,U-MaticHB,Tre videregående år.  Møte med U.Pihls skole.,,,UMS,,Master,"Ikke spillbar, ",Ikke spillbar,,
1215,video,lukket,Videoproduksjon_Mastertape,Presentasjon av AV-avdelingen,00:04:37,1987-01-01T00:00:00Z,U-MaticHB,Presentasjon av AV-avdelingens videoproduksjoner,,,UMS,,Master,,,,
1224,video,lukket,Videoproduksjon_Mastertape,"Trailer til ""Derfra gaae Skibe...""",,,U-MaticHB,"Trailer til ""Derfra gaae Skibe..."". Skal sendes etter hvert program i serien.",,,UMS,,Master,,,,
2049,video,lukket,Videoproduksjon_Mastertape,På ekspedisjon til Antarktis,00:59:36,1985-11-13T00:00:00Z,U-MaticHB,"""På ekspedisjon til Antarktis"". Etter programmet: Samtale med to av deltakarane frå Bergen. Videoen er ein kopi frå 8mm film.",,,UMS,,,,,,
2068,video,lukket,Videoproduksjon_Mastertape,Jordsjelvstasjonen i Bergen,00:09:13,,U-MaticHB,Jordsjelvstasjonen i Bergen,,,UMS,,,,,,
2104,video,lukket,Videoproduksjon_Mastertape,Bøker i Bergen,00:18:11,1985-12-01T00:00:00Z,U-MaticHB,Willie Dahl intervjuer Gunnar Stålesen og Stig Holmås,"Willy Dahl|,|Gunnar Staalesen|,|Stig Holmås",,UMS,,,,,,
2267,video,lukket,Videoproduksjon_Mastertape,Trailer Lokalhistorie,00:00:50,,U-MaticHB,Trailer Lokalhistorie-studiet ved Universitetet,,,UMS,,,,,,
2318,video,lukket,Videoproduksjon_Mastertape,EDB i språkopplæring,00:10:48,,U-MaticHB,EDB i språkopplæringen,Lise Oppdal,,UMS,,,Sendekopi,Sendekopi,,
3001,video,lukket,Videoproduksjon_Mastertape,Rektorskifte 1990,01:00:00,1990-01-19T00:00:00Z,S-VHS,"Rektorskifte i kollegierommet på Musèplass 1, Arnfinn Graue, Ole Didrik Lærum","Arnfinn Graue|,|Ole Didrik Lærum",,UMS,,,,,,
3003,video,lukket,Videoproduksjon_Mastertape,Magne Lerheim 60 år,01:34:00,1989-12-15T00:00:00Z,S-VHS,Mottakelse i Grand Selskapslokaler i anledning Universitetsdirektør Magne Lerheim's 60-årsdag,Magne Lerheim,,UMS,,,,,,
3011,video,lukket,Videoproduksjon_Mastertape,Performance,,1990-11-25T00:00:00Z,S-VHS,Performance v/Kjartan Slettemark,Kjartan Slettemark,,UMS,,,,,,
3035,video,lukket,Videoproduksjon_Mastertape,Trailer Lokalhistorie,00:08:39,1985-10-16T00:00:00Z,U-MaticHB,Trailer Lokalhistorie IBM - pressekonferanse. Redigert innslag,,,UMS,,Dub,,,,
3036,video,lukket,Videoproduksjon_Mastertape,Info-film om Haukeland Sykehus 17.mai 1985 Presentasjon UiB,00:20:00,,U-MaticHB,Info-film om Haukeland Sykehus 1.1.198717.mai 1985 Presentasjon UiB,,,UMS,,Master,,,,
2167,video,lukket,Videoproduksjon_Mastertape,,00:20:00,1986-01-01T00:00:00Z,U-MaticHB,Filmopptak fra Io og Herdla rundt 1950. Overført fra 16mm fargefilm. Fortsetter på 2167A,,Konrad Io,Konrad Io,,Dub,,,,
2167A,video,lukket,Videoproduksjon_Mastertape,,00:20:00,1986-01-01T00:00:00Z,U-MaticHB,"Filmopptak fra Io og Herdla rundt 1950. Overført fra 16mm fargefilm fortsettelse fra 2167",,Konrad Io,Konrad Io,,Dub,,,,
2308,video,lukket,Videoproduksjon_Mastertape,EDB i språkopplæring,00:10:48,1987-01-01T00:00:00Z,U-MaticHB,"Bruk av datamaskiner er ikke bare begrenset til de harde fagene, også innenfor språkfagene blir EDB tatt i bruk. Nye dataprogram letter innøvingen av ord og uttrykk og den gamle gramatikkundervisningen blir avløst av dataprogram hvor studentene",Lise Oppdal,Arnt Brandseth,UMS,,Dub,Nær-TV,Nær-TV,,
3035A,video,lukket,Videoproduksjon_Mastertape,Nær-TV i Bergen,,1985-05-17T00:00:00Z,U-MaticHB,Åpning av Nær-TV i Bergen,,,UMS,,,"X Frode, A1138 dvcpro",,X Frode,A1138 dvcpro
3087,video,lukket,Videoproduksjon_Mastertape,Botanisk Institutt,00:20:00,1985-03-20T00:00:00Z,U-MaticHB,Botanisk institutt jubileum.,,,UMS,,Master,X Frode,,X Frode,
3209,video,lukket,Videoproduksjon_Mastertape,,00:20:00,,U-MaticHB,Klær og bakgrunner. Eksempler til undervisningsbruk.,,,UMS,,Master,,,,
3293,video,lukket,Videoproduksjon_Mastertape,B 295,01:30:00,,BetacamSP,Undervisning i B 295. Institutt for fiskeri og marinbiologi.,,,UMS,,Master,X Frode,,X Frode,
3394,video,lukket,Videoproduksjon_Mastertape,Tankens hjelpere.,,1992-06-09T00:00:00Z,BetacamSP60,Tankens hjelpere. Tidsmaskinen.,,Bjørn Vassnes,Univisjon,,Master,X Frode,,X Frode,
3446,video,lukket,Videoproduksjon_Mastertape,,,1995-09-11T00:00:00Z,BetacamSP,"Film fra 1935-1950. Overført fra 16 mm film. 1931 Sprengninger på Dragefjellet. Nøstegatens trafikk, eneste adkomst til Gassverket før Prof. Hansteensgt. ble åpnet. 1932 Styrets damer besøker Samnager og Vaksdal. Bergmoen, Samulsen dir. Bjercke og borgermester Lie etc etc. 1936 Oversvømmelse i Dræggen. Brann  i høyskute på Laksevåg. 9.10.1937 Kronprins Olav åpner Fyksesundbroen. 17.5.1938 Kong Haakon avduker Chr. Michelsen monumentet. Doulup, Ruth. Fyrverkeri. 1945 Kongens mottakelse på Torvalmenningen i Bergen. Gassværkets trop. ""Fredsmarsjen"". 1948 Kullbåt legger til ved Gassværket. USA Hangarskip og flyformasjon. 12.7.1950 ""Sunderland"" fly over Hjellestad. Dir Falck jr. og søn. 1935 Cavalcade: Første ankommet Havørn 1935. Venus Nordsjø rundt. Sundt, Runshaug, Riiser Larsen, Soutum. 1936 Fly Gatwick-London-København, flyformasjon Sjælland Falster. Bergen i solnedgang. 17.5.1939 Soutum, Stensager, Lindebrekke, Johan, general Syeffens, Falck-Nielsen. 1940 Første brann på Marineholmen. Demonstrasjon mars 1940. Brannslukningsøvelse av brannbomber, Soutum etc. Bomber på Laksevåg og på Florvåg. Branner på Damsgård og på Nordnes. Prøve på bransprøite.",,,UMS,,Dub,X Frode,,X Frode,
3454,video,lukket,Videoproduksjon_Mastertape,Lepramuseet,00:18:00,,BetacamSP,"Film om Lepramuseet, engelsk versjon. Overført fra 16 mm film",,,UMS,,Dub,X Frode,,X Frode,
3838,video,lukket,Videoproduksjon_Mastertape,Foilcat,,1997-01-01T00:00:00Z,BetacamSP,Foilcat i høy sjø.,,Nils Arne Sæbø,,,Master,,,,
3839,video,lukket,Videoproduksjon_Mastertape,Foilcat,,1997-01-01T00:00:00Z,BetacamSP,Foilcat i høy sjø.,,Nils Arne Sæbø,,,Master,,,,
3923,video,lukket,Videoproduksjon_Mastertape,Univers 5000:Alle andre får jo barn.,00:27:01,1992-11-17T00:00:00Z,BetacamSP,Alle andre får jo barn,,Arnt Øivind Siem,,,,,,,
4051,video,lukket,Videoproduksjon_Mastertape,Univers 5000: Frisk via TV-skjermen.,00:25:42,1993-09-10T00:00:00Z,BetacamSP,"Kommentarer til ""Frisk via TV-skjermen"".",,Arnt Øivind Siem,UMS,,Master,,,,
4098,video,lukket,Videoproduksjon_Mastertape,UBB,00:07:18,,BetacamSP,"Informasjonsvideo om lån av bøker på Universitetsbiblioteket i Bergen, UBB.",,Ragnhild Ullern,UBB,,,,,,
4121,video,lukket,Videoproduksjon_Mastertape,Det norske 3: Der kongen tar trikken.,00:28:00,1993-10-16T00:00:00Z,BetacamSP,Det Norske: Der kongen tar trikken.,,Bjørn Vassnes,Univisjon,,Master,NRK,NRK,,
4211,video,lukket,Videoproduksjon_Mastertape,Lepramuseet,00:21:00,,BetacamSP,Lepramuseet. Norsk versjon,,,UMS,,,X Frode,,X Frode,
4354,video,lukket,Videoproduksjon_Mastertape,Reform -94,,,BetacamSP,Reform -94 program 2 - 3,,Arnt Brandseth,Univisjon,,Master,X Frode,,X Frode,
4401,video,lukket,Videoproduksjon_Mastertape,"Fjernord L7: ""1945 - 1965.""",00:30:28,1993-12-07T00:00:00Z,BetacamSP,"Fjernord L7  ""1945 - 1965"". Den moderne tilstand i moderne utgave. Reportasje.","Per Buvik|,|Agnar Mykle|,|Torborg Nedreaas",May-Britt Skjelvik,UMS,,Master,"NRK, X Frode",NRK,X Frode,
4403,video,lukket,Videoproduksjon_Mastertape,Det norske 3,,,BetacamSP,Det norske 3: Bare på museum.,,Bjørn Vassnes,UMS,,Master,"NRK, X Frode",NRK,X Frode,
4404,video,lukket,Videoproduksjon_Mastertape,Det norske 2,,,BetacamSP,Det norske 2: Et folk på tur,,Bjørn Vassnes,UMS,,Master,"NRK, X Frode",NRK,X Frode,
4404,video,lukket,Videoproduksjon_Mastertape,Det norske 2,,,BetacamSP,Det norske 2: Et folk på tur,,Bjørn Vassnes,UMS,,Master,NRK,NRK,,
4531,video,lukket,Videoproduksjon_Mastertape,Befolkningsproblemer.,,,BetacamSP,Befolkningsproblemer,Ståle Dyrvik,,UMS,,Master,X Frode,,X Frode,
4173,video,lukket,Videoproduksjon_Mastertape,Befolkningsproblemer.,,,BetacamSP,Befolkningsproblemer,Ståle Dyrvik,,UMS,,Master,,,,
4602,video,lukket,Videoproduksjon_Mastertape,Kransåresykdommene.,,,BetacamSP90,Kransåresykdommene 1 - 5.,,Dag Vidar Haugen,Univisjon,,Dub,,,,
4781,video,lukket,Videoproduksjon_Mastertape,I elvegudinnens rike 1.,00:25:10,,BetacamSP,I elvegudinnens rike. Den sorte Ganges.,,Bjørn Vassnes,UMS,,Dub,X Frode,,X Frode,
4816,video,lukket,Videoproduksjon_Mastertape,I elvegudinnens rike 3,00:25:10,,BetacamSP,I elvegudinnens rike. Når elver skal temmes.,,Bjørn Vassnes,UMS,,Dub,,,,
4827,video,lukket,Videoproduksjon_Mastertape,UiB presentasjon,,,BetacamSP,UiB presentasjon,,Arnt Brandseth,UMS,,Master,X Frode,,X Frode,
4857,video,lukket,Videoproduksjon_Mastertape,I elvegudinnens rike 4,00:25:10,,BetacamSP,I elvegudinnens rike. Miraklet i Calcutta.,,Bjørn Vassnes,UMS,,Dub,,,,
4895,video,lukket,Videoproduksjon_Mastertape,Oscar.,00:17:00,,BetacamSP,Oscar. En video om å lære.,,,UMS,,Master,,,,
5008,video,lukket,Videoproduksjon_Mastertape,NHHK vignett,,,BetacamSP,NHHK vignett,,,Univisjon,,Master,,,,
5065,video,lukket,Videoproduksjon_Mastertape,Humanities,,,BetacamSP,Humanities vignett,,,Univisjon,,Master,,,,
5379,video,lukket,Videoproduksjon_Mastertape,Reform -94.,,1996-11-21T00:00:00Z,BetacamSP60,"Reform -94. Elevvurdering, sending fra studio B.",,,UMS,,Master,,,,
5480,video,lukket,Videoproduksjon_Mastertape,Reform -94,,1997-02-13T00:00:00Z,BetacamSP90,Reform -94. Hvordan involvere elevene i arbeidet med tekster og litteratur.,,Arnt Brandseth,UMS,,Master,,,,
5540,video,lukket,Videoproduksjon_Mastertape,Challenge of the Seas 1,00:41:00,1995-11-01T00:00:00Z,BetacamSP,Challenge of the Seas 1,,Arnt Øivind Siem,"Univisjon|,|Sebra Film",,Master,,,,
5622,video,lukket,Videoproduksjon_Mastertape,Jakten på Superformelen 4,00:25:08,1998-03-25T00:00:00Z,BetacamSP,Jakten på Superformelen 4 Livets gåte.,,Bjørn Vassnes,Univisjon,,Dub,NRK,NRK,,
5602,video,lukket,Videoproduksjon_Mastertape,SISU,,1997-08-29T00:00:00Z,BetacamSP60,SISU Reportasjer til elevsamtaler. Sending.,,,Univisjon,,Dub,,,,
5675,video,lukket,Videoproduksjon_Mastertape,SISU,,1997-10-21T00:00:00Z,BetacamSP60,SISU Kroppsøving og vurdering. Sending.,,,Univisjon,,Dub,,,,
6073,video,lukket,Videoproduksjon_Mastertape,Vårt indre liv 1: Intelligens - framtidas kapital.,00:28:00,1999-02-01T00:00:00Z,BetacamSP,"Reportasjer fra Mind spot olympiad, Tidenes yngste NHH-student, Intelligenstest av E.Solheim, Fotballintelligens, Om fremtidens arbeidstakere, Kunstig intelligens - robot","Tore Vamraak|,|Erik Solheim|,|Christine Hope|,|Egil Drillo Olsen|,|Margaret Boden|,|Aril K. Seth|,|Tony Buzan|,|David Levy|,|Frode Thuen|,|Kjell Raaheim|,|Randi Vamraak|,|Agnar Aamodt|,|Bjørn Ivar Danielsen","Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,Univisjon/NRK2,Dub,NRK2 16.2.99,NRK2 16.2.99,,
6096,video,lukket,Videoproduksjon_Mastertape,Vårt indre liv 3: Depresjon - vår tids folkesykdom,00:28:00,1999-02-01T00:00:00Z,BetacamSP,"Reportasjer om Kirkens SOS depresjon/selvmord, C. Andersen snakker om egne erfaringe, Ulike terapiøvinger, I.Lønning snakker om egne erfaringer, Lysterapi, Molvidson Cafe i Stockholm","Greta Gramstad|,|Cecilie Andersen|,|Fred Holsten|,|Odd E. Havik|,|Inge Lønning|,|Nils Retterstøl|,|Frode Thuen|,|Kerstin Haug|,|Cato Jensen|,|Sonja Mellingen|,|Jasmin Aasland","Arnt Brandseth|,|May-Britt Skjelvik",Univisjon,Univisjon/NRK2,Master,"NRK2 2.3.99, X Frode",NRK2 2.3.99,X Frode,
